Customer ID,Age,Location,Subscription Status,Previous Purchases,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,RFM_Score,Customer_Segment
2881,19,Florida,0,43,Quarterly,3,0.552146471,54.33580148,0.552146471,43.30765067,Good,153,At Risk
2882,38,Texas,0,6,Annually,1,-0.836934532,68.13556776,-0.836934532,55.4713496,Good,115,Need Attention
2883,59,Oklahoma,0,23,Bi-Weekly,114,1.644108956,43.48774651,1.644108956,33.7457152,Average,532,Potential Loyalist
2884,22,Rhode Island,0,10,Weekly,57,-0.871065247,68.4746379,-0.871065247,55.77022039,Average,412,Recent Customer
2885,55,Arkansas,0,47,Every 3 Months,4,0.390687741,55.93980638,0.390687741,44.72148858,Average,252,Need Attention
2886,29,Nevada,0,14,Bi-Weekly,114,2.330059181,36.67320311,2.330059181,27.7390878,Average,524,Potential Loyalist
2887,42,Utah,0,29,Weekly,57,-0.189139009,61.70007063,-0.189139009,49.79882965,Good,431,Potential Loyalist
2888,23,Kentucky,0,12,Bi-Weekly,114,-0.088573011,60.70100199,-0.088573011,48.9182082,Average,521,Potential Loyalist
2889,70,Wisconsin,0,25,Quarterly,3,-1.496220971,74.68522092,-1.496220971,61.24449151,Good,132,Need Attention
2890,64,Minnesota,0,21,Annually,1,-1.783132435,77.53553068,-1.783132435,63.75687535,Average,132,Need Attention
2891,39,North Dakota,0,23,Monthly,12,-0.850708597,68.27240563,-0.850708597,55.59196429,Average,333,Promising
2892,47,Ohio,0,10,Monthly,12,-0.990597452,69.66212552,-0.990597452,56.81692231,Poor,314,Need Attention
2893,22,Nevada,0,47,Monthly,12,0.135126106,58.4786726,0.135126106,46.95935288,Average,352,Loyal Customer
2894,69,Kentucky,0,44,Every 3 Months,4,-1.083758541,70.58763041,-1.083758541,57.63270156,Average,251,Need Attention
2895,35,Kentucky,0,41,Annually,1,-0.86307728,68.39528179,-0.86307728,55.70027255,Average,151,Need Attention
2896,56,Montana,0,29,Monthly,12,0.873643613,51.14190177,0.873643613,40.49241209,Good,335,Promising
2897,30,Delaware,0,2,Every 3 Months,4,-0.993271502,69.68869076,-0.993271502,56.84033804,Average,215,About to Sleep
2898,43,Montana,0,2,Fortnightly,28,-1.717730877,76.88580168,-1.717730877,63.18417667,Poor,313,Need Attention
2899,23,New Jersey,0,29,Annually,1,-1.651573338,76.22856242,-1.651573338,62.60485813,Good,131,Lost
2900,50,Nebraska,0,22,Fortnightly,28,-0.12206725,61.03374909,-0.12206725,49.21150559,Good,333,Promising
2901,41,Maryland,0,23,Bi-Weekly,114,2.319717429,36.77594281,2.319717429,27.82964693,Good,533,Potential Loyalist
2902,41,Alabama,0,46,Quarterly,3,-0.000232663,59.82338855,-0.000232663,48.14464252,Average,152,Need Attention
2903,27,North Carolina,0,19,Bi-Weekly,114,0.564916699,54.20893619,0.564916699,43.19582623,Good,521,Potential Loyalist
2904,38,Delaware,0,24,Every 3 Months,4,-1.66600946,76.37197746,-1.66600946,62.73127022,Average,232,Need Attention
2905,41,Iowa,0,43,Monthly,12,-0.057330031,60.39061993,-0.057330031,48.64462429,Good,352,Loyal Customer
2906,58,New York,0,14,Fortnightly,28,-1.140362466,71.14995971,-1.140362466,58.12836243,Good,323,Promising
2907,58,Virginia,0,7,Annually,1,-3.427916093,93.87556414,-3.427916093,78.15967344,Average,111,Hibernating
2908,19,Maryland,0,50,Bi-Weekly,114,4.822223944,11.91489802,4.822223944,5.916068274,Average,554,Champion
2909,43,Texas,0,15,Every 3 Months,4,-0.262225233,62.42614262,-0.262225233,50.43882028,Average,225,About to Sleep
2910,27,Louisiana,0,40,Every 3 Months,4,1.088414975,49.00826479,1.088414975,38.61173401,Average,244,At Risk
2911,32,Mississippi,0,41,Monthly,12,-0.575813394,65.5414709,-0.575813394,53.18480267,Average,351,Loyal Customer
2912,28,Ohio,0,34,Quarterly,3,-1.042081898,70.17359557,-1.042081898,57.2677537,Average,142,Need Attention
2913,48,Oregon,0,27,Bi-Weekly,114,1.329858739,46.60965196,1.329858739,36.49749499,Good,532,Potential Loyalist
2914,43,Wyoming,0,12,Every 3 Months,4,-0.638807748,66.16728564,-0.638807748,53.73642231,Average,224,About to Sleep
2915,45,Pennsylvania,0,1,Bi-Weekly,114,1.007855499,49.80857948,1.007855499,39.3171653,Average,514,Recent Customer
2916,26,Oregon,0,39,Bi-Weekly,114,1.86500162,41.29329772,1.86500162,31.81143502,Good,541,Loyal Customer
2917,62,Oklahoma,0,13,Bi-Weekly,114,1.58522391,44.07273751,1.58522391,34.26135106,Average,523,Potential Loyalist
2918,58,Colorado,0,50,Annually,1,0.308895794,56.75236501,0.308895794,45.4377122,Average,152,Need Attention
2919,19,New York,0,36,Weekly,57,1.984469765,40.1064465,1.984469765,30.76529405,Good,444,Champion
2920,64,Minnesota,0,31,Monthly,12,0.209812149,57.73670727,0.209812149,46.30535319,Average,343,Loyal Customer
2921,33,Texas,0,3,Bi-Weekly,114,1.146309097,48.43311809,1.146309097,38.10477533,Good,514,Recent Customer
2922,20,Wisconsin,0,11,Fortnightly,28,-2.57258322,85.378296,-2.57258322,70.66982114,Good,321,Promising
2923,45,Kentucky,0,16,Quarterly,3,-1.021398394,69.96811618,-1.021398394,57.08663545,Average,123,Need Attention
2924,28,Pennsylvania,0,12,Quarterly,3,-1.213854531,71.8800635,-1.213854531,58.77190686,Good,124,Need Attention
2925,47,Rhode Island,0,37,Every 3 Months,4,0.289577165,56.94428511,0.289577165,45.60687871,Average,243,At Risk
2926,54,Illinois,0,43,Every 3 Months,4,1.845027256,41.49173219,1.845027256,31.98634358,Average,255,At Risk
2927,64,Maryland,0,9,Weekly,57,0.495375958,54.89978573,0.495375958,43.8047703,Good,414,Recent Customer
2928,45,Missouri,0,15,Bi-Weekly,114,-0.049794733,60.31576083,-0.049794733,48.57864031,Average,521,Potential Loyalist
2929,40,Alabama,0,17,Weekly,57,0.964739291,50.23691562,0.964739291,39.69471894,Average,424,Potential Loyalist
2930,31,Maine,0,42,Fortnightly,28,0.797987905,51.89350019,0.797987905,41.15490279,Good,353,Loyal Customer
2931,38,Mississippi,0,14,Monthly,12,-1.684877435,76.55942055,-1.684877435,62.89649051,Good,322,Promising
2932,36,Alabama,0,49,Bi-Weekly,114,2.599495139,33.99650302,2.599495139,25.37973089,Good,551,Loyal Customer
2933,65,Alaska,0,3,Quarterly,3,-1.07683619,70.51886061,-1.07683619,57.57208493,Average,115,Need Attention
2934,27,Illinois,0,28,Monthly,12,-0.63125119,66.09221534,-0.63125119,53.67025216,Average,333,Promising
2935,38,Idaho,0,41,Quarterly,3,-1.233102778,72.0712844,-1.233102778,58.94045706,Good,151,Need Attention
2936,58,North Carolina,0,11,Weekly,57,-1.688574568,76.59614956,-1.688574568,62.92886502,Good,421,Potential Loyalist
2937,31,Washington,0,46,Weekly,57,1.029942103,49.58916106,1.029942103,39.1237606,Average,451,Loyal Customer
2938,28,West Virginia,0,15,Weekly,57,-0.904961018,68.811374,-0.904961018,56.06703386,Good,422,Potential Loyalist
2939,28,Maine,0,15,Monthly,12,-1.488974047,74.61322666,-1.488974047,61.18103272,Average,323,Promising
2940,32,Kentucky,0,34,Weekly,57,0.705926869,52.80807664,0.705926869,41.96104924,Good,442,Loyal Customer
2941,61,Massachusetts,0,13,Monthly,12,-0.2762107,62.56508065,-0.2762107,50.56128615,Good,325,Promising
2942,38,Pennsylvania,0,27,Monthly,12,0.735190015,52.51736317,0.735190015,41.70480206,Average,335,Promising
2943,54,Hawaii,0,37,Weekly,57,1.631441268,43.61359312,1.631441268,33.85664174,Average,443,Loyal Customer
2944,29,Virginia,0,37,Monthly,12,-0.346014236,63.25854091,-0.346014236,51.17253141,Average,342,Loyal Customer
2945,50,New York,0,4,Every 3 Months,4,-0.685915786,66.63527844,-0.685915786,54.148931,Average,215,About to Sleep
2946,32,Delaware,0,1,Every 3 Months,4,-2.835970541,87.99490617,-2.835970541,72.97621225,Good,212,About to Sleep
2947,38,Hawaii,0,29,Quarterly,3,0.258579758,57.25222754,0.258579758,45.87831221,Average,134,At Risk
2948,52,Nebraska,0,50,Annually,1,1.068955326,49.20158585,1.068955326,38.78213539,Good,153,At Risk
2949,61,Vermont,0,38,Bi-Weekly,114,4.033727886,19.74817865,4.033727886,12.82065385,Average,544,Champion
2950,25,Iowa,0,15,Annually,1,-0.087216752,60.6875283,-0.087216752,48.90633192,Average,125,Need Attention
2951,22,Iowa,0,44,Every 3 Months,4,1.914254055,40.80400149,1.914254055,31.38014859,Good,255,At Risk
2952,47,Arkansas,0,14,Weekly,57,1.559343955,44.32984082,1.559343955,34.48797282,Good,425,Potential Loyalist
2953,50,Alabama,0,5,Monthly,12,-3.405782393,93.65567784,-3.405782393,77.96585634,Good,311,Lost
2954,45,Maryland,0,11,Annually,1,-0.828604773,68.05281613,-0.828604773,55.3984088,Good,124,Need Attention
2955,33,South Dakota,0,15,Annually,1,-2.831876171,87.95423083,-2.831876171,72.94035928,Average,121,Hibernating
2956,42,Vermont,0,46,Annually,1,0.960950248,50.27455771,0.960950248,39.72789827,Average,153,At Risk
2957,52,Montana,0,30,Monthly,12,1.027321471,49.61519561,1.027321471,39.14670857,Average,335,Promising
2958,69,South Dakota,0,2,Annually,1,-1.958352318,79.27624518,-1.958352318,65.29121489,Good,114,Need Attention
2959,55,Ohio,0,28,Monthly,12,1.395574227,45.95680423,1.395574227,35.92204734,Good,335,Promising
2960,38,Texas,0,9,Quarterly,3,-3.195007168,91.56174031,-3.195007168,76.12017104,Good,111,Hibernating
2961,57,Indiana,0,47,Weekly,57,1.690326315,43.02860212,1.690326315,33.34100588,Average,452,Loyal Customer
2962,33,New Hampshire,0,21,Bi-Weekly,114,1.167851122,48.21910975,1.167851122,37.91613931,Average,532,Potential Loyalist
2963,57,California,0,42,Every 3 Months,4,-0.377701549,63.57333718,-0.377701549,51.45000619,Good,252,Need Attention
2964,52,Maine,0,28,Weekly,57,2.444068081,35.54058653,2.444068081,26.74075154,Average,435,Potential Loyalist
2965,44,Ohio,0,13,Fortnightly,28,-2.391904092,83.58334688,-2.391904092,69.0876769,Average,321,Promising
2966,48,Delaware,0,25,Fortnightly,28,-0.716671914,66.94082389,-0.716671914,54.41825171,Good,332,Promising
2967,52,Oklahoma,0,38,Every 3 Months,4,-0.274578979,62.54887039,-0.274578979,50.54699773,Average,242,Need Attention
2968,34,Indiana,0,40,Annually,1,-0.763401961,67.40506156,-0.763401961,54.82745047,Average,142,Need Attention
2969,26,South Carolina,0,25,Every 3 Months,4,-1.216752895,71.90885718,-1.216752895,58.79728683,Good,232,Need Attention
2970,36,Vermont,0,20,Every 3 Months,4,-0.971729477,69.47468242,-0.971729477,56.65170202,Good,223,About to Sleep
2971,24,Kansas,0,44,Bi-Weekly,114,4.069058914,19.39718406,4.069058914,12.51127233,Average,554,Champion
2972,30,Utah,0,9,Every 3 Months,4,-0.128654143,61.0991863,-0.128654143,49.26918473,Average,215,About to Sleep
2973,31,New York,0,11,Every 3 Months,4,-2.565957846,85.31247651,-2.565957846,70.61180505,Good,222,About to Sleep
2974,25,Indiana,0,3,Fortnightly,28,-1.395150901,73.68114459,-1.395150901,60.35945608,Average,313,Need Attention
2975,57,Tennessee,0,34,Weekly,57,2.943879934,30.57522688,2.943879934,22.36407308,Good,445,Champion
2976,61,Georgia,0,48,Every 3 Months,4,1.219974072,47.70129652,1.219974072,37.45971679,Good,253,At Risk
2977,30,Nebraska,0,28,Fortnightly,28,1.686736018,43.06426977,1.686736018,33.37244486,Average,335,Promising
2978,38,Washington,0,20,Annually,1,-1.683457116,76.54531045,-1.683457116,62.88405327,Average,122,Hibernating
2979,53,Idaho,0,49,Fortnightly,28,1.409252086,45.82092212,1.409252086,35.80227508,Average,353,Loyal Customer
2980,31,Louisiana,0,14,Weekly,57,1.221539719,47.68574267,1.221539719,37.44600696,Average,425,Potential Loyalist
2981,70,New Jersey,0,9,Monthly,12,-0.21531366,61.96010159,-0.21531366,50.02803196,Good,315,Need Attention
2982,21,Delaware,0,37,Annually,1,-0.971082358,69.46825365,-0.971082358,56.64603543,Good,142,Need Attention
2983,33,Wisconsin,0,4,Weekly,57,-1.413102629,73.85948528,-1.413102629,60.51665312,Average,412,Recent Customer
2984,60,West Virginia,0,1,Quarterly,3,-3.073213087,90.35178218,-3.073213087,75.05366266,Average,112,Hibernating
2985,45,Texas,0,36,Bi-Weekly,114,1.741772282,42.51751435,1.741772282,32.89051145,Good,541,Loyal Customer
2986,46,Hawaii,0,21,Bi-Weekly,114,0.872272416,51.15552387,0.872272416,40.50441918,Average,532,Potential Loyalist
2987,62,Arizona,0,16,Monthly,12,-0.068530304,60.50188856,-0.068530304,48.74270119,Average,325,Promising
2988,63,Louisiana,0,42,Monthly,12,-0.337684477,63.17578928,-0.337684477,51.09959062,Poor,352,Loyal Customer
2989,69,Nevada,0,31,Monthly,12,-0.296894205,62.77056005,-0.296894205,50.7424044,Good,343,Loyal Customer
2990,46,Rhode Island,0,6,Weekly,57,-2.330287269,82.97121717,-2.330287269,68.54811982,Good,411,Recent Customer
2991,69,Illinois,0,24,Monthly,12,0.738637265,52.4831166,0.738637265,41.67461569,Good,335,Promising
2992,66,Utah,0,7,Bi-Weekly,114,1.380990763,46.10168303,1.380990763,36.04974965,Average,514,Recent Customer
2993,41,North Dakota,0,25,Weekly,57,0.84294521,51.44687375,0.84294521,40.76122731,Average,433,Potential Loyalist
2994,32,Kansas,0,18,Bi-Weekly,114,0.031209076,59.51103193,0.031209076,47.86931815,Good,521,Potential Loyalist
2995,69,Nevada,0,14,Quarterly,3,0.191364953,57.91997017,0.191364953,46.46688887,Average,125,Need Attention
2996,29,Virginia,0,42,Bi-Weekly,114,4.859566965,11.54391536,4.859566965,5.58906843,Poor,555,Champion
2997,70,Utah,0,6,Every 3 Months,4,-0.716364306,66.93776797,-0.716364306,54.41555809,Average,215,About to Sleep
2998,41,Idaho,0,14,Every 3 Months,4,-2.31605192,82.82979669,-2.31605192,68.42346582,Average,222,About to Sleep
2999,31,Alaska,0,30,Quarterly,3,-0.685606151,66.63220239,-0.685606151,54.14621964,Good,133,At Risk
3000,31,New Hampshire,0,10,Monthly,12,-2.04623569,80.1493188,-2.04623569,66.06077899,Average,312,Need Attention
3001,57,Ohio,0,7,Weekly,57,-0.149783994,61.3090999,-0.149783994,49.45421148,Average,414,Recent Customer
3002,29,Montana,0,28,Quarterly,3,-1.837472458,78.07536934,-1.837472458,64.23271202,Good,131,Lost
3003,70,Louisiana,0,19,Quarterly,3,-2.460513649,84.26494561,-2.460513649,69.6884669,Average,121,Hibernating
3004,51,Oregon,0,13,Every 3 Months,4,-1.836346835,78.06418688,-1.836346835,64.22285533,Average,223,About to Sleep
3005,45,Arizona,0,23,Fortnightly,28,0.580542492,54.05370242,0.580542492,43.0589966,Average,334,Promising
3006,18,Alaska,0,5,Weekly,57,-0.49936524,64.78199995,-0.49936524,52.51537279,Average,413,Recent Customer
3007,37,Utah,0,17,Bi-Weekly,114,3.25557358,27.47871959,3.25557358,19.6346803,Average,525,Potential Loyalist
3008,23,New York,0,31,Weekly,57,1.089403886,48.99844049,1.089403886,38.60307446,Average,443,Loyal Customer
3009,39,New Mexico,0,19,Weekly,57,1.356546066,46.34452784,1.356546066,36.26380336,Good,425,Potential Loyalist
3010,62,Louisiana,0,8,Fortnightly,28,-0.71121267,66.88658926,-0.71121267,54.37044701,Good,314,Need Attention
3011,70,Ohio,0,15,Annually,1,-2.11404217,80.8229394,-2.11404217,66.65453674,Average,122,Hibernating
3012,20,Nevada,0,18,Every 3 Months,4,-0.772378838,67.49424197,-0.772378838,54.90605786,Average,224,About to Sleep
3013,42,Idaho,0,16,Annually,1,-1.20030478,71.74545408,-1.20030478,58.65325641,Average,123,Need Attention
3014,41,Arizona,0,13,Monthly,12,-1.542976586,75.14971259,-1.542976586,61.65391416,Good,323,Promising
3015,24,Utah,0,38,Every 3 Months,4,0.401029493,55.83706669,0.401029493,44.63092946,Good,243,At Risk
3016,37,Wyoming,0,27,Bi-Weekly,114,0.654250266,53.32145566,0.654250266,42.41356327,Average,531,Potential Loyalist
3017,30,Indiana,0,31,Quarterly,3,-1.75646865,77.27064044,-1.75646865,63.52338986,Good,141,Need Attention
3018,58,Wisconsin,0,24,Bi-Weekly,114,2.557846346,34.41026119,2.557846346,25.74443487,Average,534,Potential Loyalist
3019,43,Texas,0,21,Bi-Weekly,114,1.083400063,49.05808522,1.083400063,38.65564785,Average,532,Potential Loyalist
3020,19,Utah,0,15,Annually,1,-2.156267699,81.24242713,-2.156267699,67.02429101,Average,122,Hibernating
3021,23,Arkansas,0,48,Every 3 Months,4,1.768905955,42.24795602,1.768905955,32.65291131,Average,254,At Risk
3022,65,Pennsylvania,0,47,Quarterly,3,1.50466214,44.87307499,1.50466214,34.96680245,Good,154,At Risk
3023,58,Georgia,0,23,Weekly,57,-0.90007851,68.76286893,-0.90007851,56.02427944,Good,431,Potential Loyalist
3024,50,Indiana,0,4,Quarterly,3,-3.414464574,93.7419306,-3.414464574,78.04188317,Average,111,Hibernating
3025,67,Idaho,0,47,Every 3 Months,4,1.741904686,42.51619898,1.741904686,32.88935203,Good,254,At Risk
3026,40,Montana,0,7,Monthly,12,-1.747209732,77.17865812,-1.747209732,63.44231275,Average,313,Need Attention
3027,55,Tennessee,0,6,Annually,1,-1.681445122,76.52532239,-1.681445122,62.86643494,Poor,114,Need Attention
3028,52,West Virginia,0,47,Quarterly,3,-0.648839866,66.26694929,-0.648839866,53.82427007,Average,151,Need Attention
3029,62,California,0,7,Every 3 Months,4,-0.267107741,62.47464769,-0.267107741,50.4815747,Average,215,About to Sleep
3030,64,Georgia,0,1,Quarterly,3,-1.468642965,74.41124839,-1.468642965,61.00300051,Average,114,Need Attention
3031,43,Maryland,0,23,Weekly,57,-0.984529569,69.6018444,-0.984529569,56.76378797,Average,431,Potential Loyalist
3032,61,Idaho,0,30,Monthly,12,0.436164057,55.48802385,0.436164057,44.32326831,Good,334,Promising
3033,26,California,0,24,Quarterly,3,-0.889839298,68.66114791,-0.889839298,55.93461822,Average,133,At Risk
3034,22,Alabama,0,9,Weekly,57,-0.602487809,65.80646675,-0.602487809,53.41838124,Average,413,Recent Customer
3035,51,Utah,0,25,Quarterly,3,-1.707348619,76.78265958,-1.707348619,63.09326285,Average,132,Need Attention
3036,69,Kentucky,0,18,Bi-Weekly,114,1.846906845,41.47305949,1.846906845,31.96988466,Good,523,Potential Loyalist
3037,50,Vermont,0,7,Fortnightly,28,-1.413822412,73.86663593,-1.413822412,60.522956,Good,313,Need Attention
3038,51,Iowa,0,2,Annually,1,-3.056216086,90.18292619,-3.056216086,74.90482584,Good,112,Hibernating
3039,56,Georgia,0,36,Annually,1,-0.913632568,68.89752115,-0.913632568,56.14296762,Good,142,Need Attention
3040,59,Alabama,0,31,Bi-Weekly,114,2.071246759,39.24436413,2.071246759,30.00541811,Average,542,Loyal Customer
3041,18,Nebraska,0,10,Fortnightly,28,-2.304005782,82.71012485,-2.304005782,68.31798199,Good,311,Lost
3042,48,Rhode Island,0,27,Monthly,12,0.439611308,55.45377729,0.439611308,44.29308193,Good,334,Promising
3043,53,South Dakota,0,14,Every 3 Months,4,-2.864983804,88.2831372,-2.864983804,73.23027129,Average,221,About to Sleep
3044,45,Illinois,0,17,Monthly,12,0.549628379,54.36081736,0.549628379,43.32970073,Average,325,Promising
3045,21,North Carolina,0,10,Quarterly,3,-1.478984717,74.51398809,-1.478984717,61.09355964,Average,113,Lost
3046,42,Florida,0,4,Bi-Weekly,114,-0.262357637,62.42745799,-0.262357637,50.43997969,Good,512,Recent Customer
3047,60,Pennsylvania,0,25,Every 3 Months,4,-1.174527366,71.48936945,-1.174527366,58.42753256,Average,232,Need Attention
3048,21,Vermont,0,3,Bi-Weekly,114,1.230760156,47.59414263,1.230760156,37.3652668,Good,514,Recent Customer
3049,69,Colorado,0,47,Fortnightly,28,2.83314308,31.67533746,2.83314308,23.33375717,Average,355,Loyal Customer
3050,40,Utah,0,41,Bi-Weekly,114,3.270221103,27.33320438,3.270221103,19.50641703,Average,553,Loyal Customer
3051,31,Kentucky,0,28,Every 3 Months,4,0.173242328,58.10000861,0.173242328,46.62558239,Average,234,At Risk
3052,44,Wyoming,0,49,Every 3 Months,4,1.120298752,48.69151675,1.120298752,38.33253887,Good,253,At Risk
3053,48,Maine,0,7,Fortnightly,28,-2.258333002,82.25639055,-2.258333002,67.91804134,Good,312,Need Attention
3054,32,Maine,0,22,Monthly,12,0.600183667,53.85857799,0.600183667,42.88700566,Average,335,Promising
3055,42,New Hampshire,0,34,Monthly,12,0.544169135,54.41505199,0.544169135,43.37750543,Good,344,Loyal Customer
3056,27,Kansas,0,5,Bi-Weekly,114,-0.826513781,68.03204326,-0.826513781,55.38009871,Good,511,Recent Customer
3057,69,New Jersey,0,15,Bi-Weekly,114,1.428098801,45.63369023,1.428098801,35.63724096,Average,523,Potential Loyalist
3058,67,North Carolina,0,26,Weekly,57,-0.861300231,68.37762777,-0.861300231,55.68471155,Average,431,Potential Loyalist
3059,41,West Virginia,0,3,Fortnightly,28,-1.015121135,69.90575501,-1.015121135,57.03166767,Average,314,Need Attention
3060,46,Kentucky,0,42,Quarterly,3,0.905174968,50.82865486,0.905174968,40.21630299,Average,154,At Risk
3061,47,California,0,1,Monthly,12,-1.318059936,72.91528767,-1.318059936,59.68439733,Good,314,Need Attention
3062,33,South Dakota,0,20,Every 3 Months,4,-1.098406065,70.73314562,-1.098406065,57.76096482,Good,223,About to Sleep
3063,51,California,0,39,Monthly,12,1.988166897,40.06971749,1.988166897,30.73291955,Average,345,Loyal Customer
3064,26,Connecticut,0,24,Fortnightly,28,-0.870349772,68.46753005,-0.870349772,55.76395523,Average,332,Promising
3065,22,Idaho,0,49,Quarterly,3,1.600890208,43.91710133,1.600890208,34.12416674,Average,154,At Risk
3066,49,North Dakota,0,7,Bi-Weekly,114,0.874284409,51.13553581,0.874284409,40.48680086,Average,513,Recent Customer
3067,58,Michigan,0,13,Every 3 Months,4,-2.047474483,80.16162554,-2.047474483,66.07162667,Good,222,About to Sleep
3068,70,Missouri,0,2,Weekly,57,-2.522743406,84.88316449,-2.522743406,70.23339123,Average,411,Recent Customer
3069,32,California,0,4,Weekly,57,-1.624230277,75.95692393,-1.624230277,62.36542445,Good,412,Recent Customer
3070,62,Delaware,0,17,Quarterly,3,-0.741043947,67.18294682,-0.741043947,54.63166912,Good,124,Need Attention
3071,52,Alabama,0,43,Bi-Weekly,114,1.973006697,40.22032586,1.973006697,30.86567214,Average,551,Loyal Customer
3072,23,New Hampshire,0,6,Monthly,12,-2.618721592,85.83665571,-2.618721592,71.07383881,Average,312,Need Attention
3073,26,New York,0,46,Quarterly,3,2.322171461,36.75156333,2.322171461,27.80815782,Average,155,At Risk
3074,58,Oregon,0,7,Bi-Weekly,114,1.043186527,49.45758488,1.043186527,39.00778379,Average,513,Recent Customer
3075,26,Massachusetts,0,34,Fortnightly,28,0.328624572,56.55637031,0.328624572,45.26495416,Good,343,Loyal Customer
3076,54,Utah,0,21,Every 3 Months,4,0.279812149,57.04129525,0.279812149,45.69238756,Average,235,At Risk
3077,66,New Hampshire,0,13,Bi-Weekly,114,0.740713319,52.46249213,0.740713319,41.65643641,Average,522,Potential Loyalist
3078,60,Illinois,0,33,Bi-Weekly,114,3.898721538,21.08939348,3.898721538,14.00285745,Average,545,Champion
3079,32,Alaska,0,24,Bi-Weekly,114,3.571259054,24.34255563,3.571259054,16.87033246,Poor,535,Potential Loyalist
3080,48,Wyoming,0,4,Annually,1,-3.466694372,94.2608053,-3.466694372,78.49924133,Good,111,Hibernating
3081,69,Colorado,0,5,Bi-Weekly,114,0.017996809,59.64228863,0.017996809,47.98501337,Good,512,Recent Customer
3082,64,Vermont,0,11,Weekly,57,-0.970740566,69.46485813,-0.970740566,56.64304247,Good,422,Potential Loyalist
3083,56,Utah,0,20,Annually,1,0.51227042,54.73194842,0.51227042,43.65683138,Good,125,Need Attention
3084,22,Illinois,0,28,Quarterly,3,-2.217502224,81.85075892,-2.217502224,67.56050043,Average,131,Lost
3085,46,Idaho,0,43,Monthly,12,-0.226232149,62.06857085,-0.226232149,50.12364136,Average,352,Loyal Customer
3086,24,Nevada,0,10,Every 3 Months,4,-2.170703821,81.38584217,-2.170703821,67.1507031,Average,212,About to Sleep
3087,47,Utah,0,26,Every 3 Months,4,-0.091887858,60.7339332,-0.091887858,48.94723516,Average,234,At Risk
3088,62,North Carolina,0,29,Monthly,12,0.789192553,51.98087724,0.789192553,41.23192062,Average,334,Promising
3089,34,Arkansas,0,35,Quarterly,3,0.125008668,58.57918386,0.125008668,47.04794776,Average,143,At Risk
3090,50,North Carolina,0,23,Bi-Weekly,114,0.377343071,56.07237845,0.377343071,44.83834322,Good,531,Potential Loyalist
3091,29,Texas,0,15,Quarterly,3,-2.441842138,84.07945427,-2.441842138,69.52496698,Good,122,Hibernating
3092,68,Nevada,0,46,Annually,1,1.552107661,44.40172947,1.552107661,34.55133853,Average,154,At Risk
3093,52,Utah,0,14,Bi-Weekly,114,1.147744354,48.41885959,1.147744354,38.09220728,Average,523,Potential Loyalist
3094,29,Pennsylvania,0,17,Every 3 Months,4,-1.137184344,71.11838678,-1.137184344,58.10053272,Good,223,About to Sleep
3095,22,Georgia,0,9,Weekly,57,-0.475811221,64.54800355,-0.475811221,52.30911844,Average,413,Recent Customer
3096,62,Minnesota,0,13,Fortnightly,28,-1.209589265,71.8376904,-1.209589265,58.73455742,Average,323,Promising
3097,69,Kansas,0,20,Monthly,12,-0.720584757,66.97969587,-0.720584757,54.45251512,Average,323,Promising
3098,48,Delaware,0,39,Quarterly,3,-0.907075551,68.83238075,-0.907075551,56.0855501,Average,141,Need Attention
3099,66,New Mexico,0,50,Quarterly,3,1.163410653,48.26322341,1.163410653,37.95502296,Average,153,At Risk
3100,42,Michigan,0,21,Bi-Weekly,114,3.490255246,25.14728453,3.490255246,17.57965462,Average,535,Potential Loyalist
3101,50,Vermont,0,3,Weekly,57,0.206691753,57.76770672,0.206691753,46.33267742,Average,415,Recent Customer
3102,32,Idaho,0,9,Fortnightly,28,-0.261956105,62.42346898,-0.261956105,50.43646362,Average,314,Need Attention
3103,51,South Dakota,0,29,Bi-Weekly,114,3.495137754,25.09877946,3.495137754,17.5369002,Good,535,Potential Loyalist
3104,27,Illinois,0,42,Weekly,57,0.879711495,51.08162065,0.879711495,40.43927775,Average,452,Loyal Customer
3105,43,Georgia,0,41,Fortnightly,28,0.855437694,51.3227677,0.855437694,40.65183498,Good,353,Loyal Customer
3106,48,Oregon,0,17,Monthly,12,-2.19503104,81.62751989,-2.19503104,67.36372809,Average,321,Promising
3107,62,Alabama,0,20,Annually,1,-1.26120182,72.35043314,-1.26120182,59.1865106,Good,123,Need Attention
3108,65,Hawaii,0,18,Bi-Weekly,114,0.453464371,55.31615462,0.453464371,44.17177548,Good,521,Potential Loyalist
3109,50,Oregon,0,7,Monthly,12,-1.367179967,73.40326854,-1.367179967,60.11452434,Average,314,Need Attention
3110,60,Illinois,0,47,Fortnightly,28,2.790917551,32.09482519,2.790917551,23.70351144,Good,355,Loyal Customer
3111,19,Texas,0,2,Bi-Weekly,114,-0.02078147,60.0275298,-0.02078147,48.32458126,Good,512,Recent Customer
3112,21,Kansas,0,25,Quarterly,3,0.15057468,58.3251994,0.15057468,46.82407509,Good,134,At Risk
3113,19,Texas,0,26,Annually,1,0.843180154,51.44453971,0.843180154,40.75916999,Average,135,At Risk
3114,46,Nebraska,0,2,Weekly,57,0.47526919,55.09953557,0.47526919,43.98083827,Average,415,Recent Customer
